slug,agreement_no,url,purpose
dc2-290,290,https://zoningbylaw.edmonton.ca/dc2-290,To establish a Site Specific Development Control District to accommodate a limited range of residential uses and related residential uses with the application of sensitive site development regulations that will ensure the effective transition to commercial uses to the south and to ensure that development on the site will have a high standard of appearance.
dc2-291,291,https://zoningbylaw.edmonton.ca/dc2-291,"To establish a Site Specific Direct Control District to accommodate small retail development, having a range of general commercial uses, with site development regulations that will ensure compatibility with adjacent land uses."
dc2-292,292,https://zoningbylaw.edmonton.ca/dc2-292,"To establish a Site Specific Direct Control District to accommodate a district station for the Edmonton Police Services, with site development criteria that will ensure compatibility with existing and future adjacent land uses as well as the function of existing roadways adjacent to the site."
dc2-293,293,https://zoningbylaw.edmonton.ca/dc2-293,To establish a Site Specific Development Control District to accommodate a limited range of residential and residential related uses with the application of sensitive site development regulations to ensure the effective transition to the lower density residential uses to the east and result in a high quality development appropriate to the site.
dc2-295,295,https://zoningbylaw.edmonton.ca/dc2-295,To establish a Site Specific Development Control District to accommodate the development of Funeral Services and Cremation and Interment Services with site specific landscaping and development criteria that will ensure compatibility with existing and future adjacent land uses.
dc2-299,299,https://zoningbylaw.edmonton.ca/dc2-299,"To establish a Site Specific Development Control District for convenience commercial, minor automotive service and rapid drive-through vehicle services with site specific development criteria that will ensure a compatible relationship with adjacent residential land uses."
dc2-305-area-c,305,https://zoningbylaw.edmonton.ca/dc2-305-area-c,"The general purpose of the following Site Specific Development Control Districts is to provide for low to medium density multiple family housing while addressing the integration of, and transition with, surrounding land uses. The Districts make provisions for a variety of housing types including semi-detached, duplex, row linked, stacked row and apartment housing. The following development regulations have been divided into Areas A, B and C so as to provide specific regulations for the three development cells proposed. Areas A &amp; B superseded by Bylaw 10926 (5.379 &amp; 5.380). DC2 Area C O"
dc2-306,306,https://zoningbylaw.edmonton.ca/dc2-306,To establish a Specific Development Control District to accommodate medium density residential development consisting of row housing and low rise apartments with site development regulations to ensure that development will be compatible with the surrounding residential development. 2. Area A - Row Housing Open All
dc2-309,309,https://zoningbylaw.edmonton.ca/dc2-309,To establish a Site Specific Development Control District to accommodate a broad range of commercial and office uses with site specific development regulations that will ensure compatibility with surrounding land uses and achieve a high standard of building appearance appropriate to the location of this site.
dc2-31,31,https://zoningbylaw.edmonton.ca/dc2-31,"To provide a Site Specific Development Control District to accommodate four dwelling units within an existing building, constructed under development permit number 82-08459-0."
dc2-310,310,https://zoningbylaw.edmonton.ca/dc2-310,To establish a Site Specific Development Control District to accommodate an ambulance station for the City of Edmonton Emergency Medical Services with site development regulations that will minimize negative impacts on surrounding land uses and allow a development that complies with the 100 Avenue Planning Study.
dc2-312-area,312,https://zoningbylaw.edmonton.ca/dc2-312-area,To establish a Site Specific Development Control District for low density multiple family residential to prescribed development criteria which will ensure that the development is compatible with the adjacent residential uses.
dc2-312-area-b,312,https://zoningbylaw.edmonton.ca/dc2-312-area-b,"To establish a Site Specific Development Control District for convenience commercial, personal service and religious assembly uses which are intended to serve the day to day needs of local residents and to prescribe development criteria which will ensure that the commercial development is compatible with the adjacent residential uses."
dc2-315-area-b-east-side,315,https://zoningbylaw.edmonton.ca/dc2-315-area-b-east-side,"To establish a Site Specific Development Control District to accommodate low to medium density residential development consisting of semi-detached housing and row housing, and to establish site development regulations to ensure that development will be compatible with the surrounding residential development."
dc2-315-area-west-side,315,https://zoningbylaw.edmonton.ca/dc2-315-area-west-side,To establish a Site Specific Development Control District in a portion of the NW 30-51-24-4 to accommodate medium density residential development consisting of semi-detached housing and row housing and to establish site development regulations to ensure that development will be compatible with the surrounding residential development.
dc2-316,316,https://zoningbylaw.edmonton.ca/dc2-316,"To establish a Site Specific Development Control District to accommodate the development of industrial business uses allowed by the IB District as well as an Animal Hospital and Shelter, with specific landscaping and development criteria to ensure a compatible relationship with surrounding land uses."
dc2-319,319,https://zoningbylaw.edmonton.ca/dc2-319,"To provide a site specific development control district to accommodate commercial development on the site and, in particular, given the development constraints and unique character of the site, to accommodate an automotive dealership."
dc2-320,320,https://zoningbylaw.edmonton.ca/dc2-320,To provide a Site Specific Development Control District to accommodate a mixed use development in the form of low density residential use and a limited range of neighbourhood oriented commercial uses.
dc2-323,323,https://zoningbylaw.edmonton.ca/dc2-323,To establish a Site Specific Development Control District to accommodate a limited range of residential use and residential related uses with site specific development controls designed to integrate well with the scale and use of the surrounding land and result in a high quality development appropriate for the site.
dc2-324,324,https://zoningbylaw.edmonton.ca/dc2-324,"To establish a Site Specific Development Control District for retail commercial, amusement and office uses with provisions for landscaping and exterior building treatments which will ensure a high standard of appearance, consistent with the objectives of the Calgary Trail Land Use Study."
dc2-325,325,https://zoningbylaw.edmonton.ca/dc2-325,To provide a Site Specific Development Control District for businesses which require large sites and a location with good visibility and accessibility along a major public roadway which is sensitive to principles of Crime Prevention through Environmental Design (CPTED) and the pedestrianisation of 118 Avenue.
dc2-326,326,https://zoningbylaw.edmonton.ca/dc2-326,To establish a Site Specific Development Control District to accommodate a range of neighbourhood convenience commercial uses and to allow the development of Automobile and Minor Recreation Vehicle Sales/Rentals.
dc2-327,327,https://zoningbylaw.edmonton.ca/dc2-327,To accommodate a Site Specific Development Control District which will accommodate a low rise walkup apartment development. The regulations will establish sensitive site development regulations that will ensure compatibility with the adjacent residential and commercial land uses and that will provide for design and landscaping elements to establish a sense of continuity in the Clareview Town Centre.
dc2-328,328,https://zoningbylaw.edmonton.ca/dc2-328,To accommodate a Site Specific Development Control District to accommodate a medium rise apartment development. The regulations will establish sensitive site development regulations that will ensure compatibility with the adjacent residential and commercial land uses and that will provide for design and landscaping elements to establish a sense of continuity in the Clareview Town Centre.
dc2-329,329,https://zoningbylaw.edmonton.ca/dc2-329,To accommodate a Site Specific Development Control District which will accommodate a Medium Density Stacked Townhouse development. The regulations will establish sensitive site development regulations that will ensure compatibility with the adjacent residential and commercial land uses and that will provide for design and landscaping elements to establish a sense of continuity in the Clareview Town Centre.
dc2-332,332,https://zoningbylaw.edmonton.ca/dc2-332,To establish a Direct Control District for retail and highway commercial uses with good visibility and accessibility along Calgary Trail Southbound.
dc2-334,334,https://zoningbylaw.edmonton.ca/dc2-334,"To provide a site specific development control district to allow for the continued use of an existing building for commercial, community, educational, recreational or cultural uses with appropriate development criteria to ensure compatibility with the adjacent uses and compliance with the Old Strathcona Area Redevelopment Plan."
dc2-335,335,https://zoningbylaw.edmonton.ca/dc2-335,"To provide a Site Specific Development Control District that will accommodate a wide range of general business uses on a single large site adjacent to a major public roadway, and that will utilize appropriate development criteria to ensure compatibility with surrounding land uses."
dc2-336,336,https://zoningbylaw.edmonton.ca/dc2-336,To establish a Site Specific Development Control District to accommodate low to medium density residential development consisting of semi-detached housing and row housing and to establish sensitive site development regulations to ensure that development will be compatible with the surrounding residential land uses.
dc2-338,338,https://zoningbylaw.edmonton.ca/dc2-338,To establish a Site Specific Development Control District to accommodate low to medium density residential development consisting of semi-detached housing and row housing and to establish sensitive site development regulations to ensure that development will be compatible with the surrounding residential land uses.
dc2-339,339,https://zoningbylaw.edmonton.ca/dc2-339,To establish a Site Specific Development Control District to accommodate low to medium density residential development consisting of semi-detached housing and row housing and to establish sensitive site development regulations to ensure that development will be compatible with the surrounding residential land uses.
dc2-340,340,https://zoningbylaw.edmonton.ca/dc2-340,"To establish a Site Specific Development Control District for retail commercial, amusement and office uses with provisions for landscaping and exterior building treatments which will ensure a high standard of appearance, consistent with the objectives of the Calgary Trail Land Use Study."
dc2-342,342,https://zoningbylaw.edmonton.ca/dc2-342,"To establish a Site Specific Development Control District for a range of institutional uses, to accommodate a prison facility for Federally Sentenced Women, having specific development regulations which will ensure compatibility with the existing and future surrounding industrial land uses."
dc2-343,343,https://zoningbylaw.edmonton.ca/dc2-343,"To establish a Site Specific Development Control District to accommodate a range of retail business and highway commercial uses, with site development regulations that will ensure compatibility with land uses and roadways adjacent to the site, and ensure a high standard of appearance appropriate to the sites' location on a major entrance route to the City."
dc2-345,345,https://zoningbylaw.edmonton.ca/dc2-345,"To establish a Site Specific Development Control District for an office building and highway commercial uses with an increased building height and floor area ratio for the office component over that permitted by the CHY District, and with landscaping and setback requirements to implement the appearance objectives of the Calgary Trail Land Use Study and the Major Commercial Corridor Overlay."
dc2-348,348,https://zoningbylaw.edmonton.ca/dc2-348,"To establish a Site Specific Development Control District to accommodate the development of funeral services, and cremation and interment services with site specific landscaping and development criteria that will ensure compatibility with existing and future adjacent land uses and roadways surrounding the site and to ensure a high standard of appearance appropriate to a site located on a major entrance route to the city."
dc2-349,349,https://zoningbylaw.edmonton.ca/dc2-349,"To provide a Site Specific Development Control District which will accommodate a low rise apartment development. The regulations will establish sensitive site development regulations that will allow a slightly higher Floor Area Ratio than conventional low rise apartment districting, while ensuring compatibility with the adjacent residential land uses and providing for design and landscaping elements to foster a sense of community."
dc2-350,350,https://zoningbylaw.edmonton.ca/dc2-350,"To establish a District for the development of a Tourist Campsite, to recognize an existing banquet facility and to describe a range of use class opportunities that could be developed on the site such that the uses would be accessory to the Tourist Campsite and would not represent freestanding commercial opportunities. The District also establishes development regulations for all potential uses recognizing the absence of permanent servicing infrastructure, the location of the site relative to the existing and potential industrial uses on adjoining properties, and the need to establish siting c"
dc2-351,351,https://zoningbylaw.edmonton.ca/dc2-351,"To establish a Site Specific Development Control District for retail, general commercial and office uses with site specific development criteria that will ensure a compatible relationship with surrounding land uses and achieve a high standard of building appearance appropriate to the entrance location of this site."
dc2-36,36,https://zoningbylaw.edmonton.ca/dc2-36,"To provide a site specific development control district allowing convenience commercial uses within an existing building until the site is redeveloped, at which time residential development to the maximum density permitted by the RA7 (Low Rise Apartment) District will be allowed."
dc2-360,360,https://zoningbylaw.edmonton.ca/dc2-360,To establish a Site Specific Development Control District to accommodate a three bay district ambulance station for the City of Edmonton Emergency Medical Services with site development regulations that will minimize negative impacts on the surrounding land uses and the function of 111 Street as an arterial roadway.
dc2-364,364,https://zoningbylaw.edmonton.ca/dc2-364,"To provide a Site Specific Development Control District to accommodate the renovation of an existing building to allow a Religious Assembly with accessory uses including a bookstore, and associated ministry, educational, social and recreational programs."
dc2-367,367,https://zoningbylaw.edmonton.ca/dc2-367,To establish a Site Specific Development Control District to allow community service uses and a limited range of low intensity commercial uses to operate from an existing building with site and building regulations that will ensure compatibility with the adjacent land uses.
dc2-369,369,https://zoningbylaw.edmonton.ca/dc2-369,"To establish a Site Specific Development Control District to accommodate rural residential development on lots a minimum of 0.4 ha in size, without the full range of piped urban utility services. The proposed District provides an interim solution to fulfil City Council's directive that Mooncrest Park be designated as a residential development, recognizing the current rural unserviced nature of the area and the long term likelihood of neighbourhood area structure plans being prepared for the Mooncrest Park Subdivision and adjacent areas, as proposed in the Kinokamau Plains Servicing Concept Des"
dc2-370,370,https://zoningbylaw.edmonton.ca/dc2-370,"To establish a Site Specific Development Control District with development regulations to ensure a compatible relationship with surrounding existing and proposed land uses, and to achieve a high standard of building appearance appropriate with the location of the site. The proposed District allows for low density single detached rural residential development and legally existing commercial or light industrial uses on a lot approximately 0.4 ha in size, without the full range of piped urban utility services. The proposed District provides an interim solution to fulfil City Council's direc"
dc2-371,371,https://zoningbylaw.edmonton.ca/dc2-371,"To establish a Site Specific Development Control District with development regulations to ensure a compatible relationship with surrounding existing and proposed land uses, and to achieve a high standard of building appearance appropriate with the location of the site. The proposed District allows for low density single detached rural residential development and legally existing commercial or light industrial uses on a lot approximately 0.4 ha in area, without the full range of piped urban utility services. The proposed District provides an interim solution to fulfil City Council's direc"
dc2-372,372,https://zoningbylaw.edmonton.ca/dc2-372,"To establish a Site Specific Development Control District with development regulations to ensure a compatible relationship with surrounding existing and proposed land uses and to achieve a high standard of building appearance appropriate with the location of the site. The proposed District allows for low density single detached rural residential development and legally existing commercial or light industrial uses on a lot approximately 0.5 ha in area, without the full range of piped urban utility services. The proposed District provides an interim solution to fulfil City Council's direct"
dc2-373,373,https://zoningbylaw.edmonton.ca/dc2-373,"To establish a Site Specific Development Control District with development regulations to ensure a compatible relationship with surrounding existing and proposed land uses and to achieve a high standard of building appearance appropriate with the location of the site. The proposed District allows for low density single detached rural residential development and legally existing commercial or light industrial uses on a lot approximately 1.2 ha in area, without the full range of piped urban utility services. The proposed District provides an interim solution to fulfil City Council's direct"
dc2-376,376,https://zoningbylaw.edmonton.ca/dc2-376,To provide a Site Specific Development Control District to accommodate an innovative form of family-oriented housing that incorporates three dwelling units on the lot. The intent is to provide attractive and affordable housing for families that minimizes negative impacts on the adjacent land uses.
dc2-378,378,https://zoningbylaw.edmonton.ca/dc2-378,To establish a Site Specific Development Control District to allow a range of residential uses containing up to a maximum of four Dwellings.
dc2-379,379,https://zoningbylaw.edmonton.ca/dc2-379,To establish a Site Specific Development Control District to accommodate medium density multiple family housing with sensitive site development regulations to ensure that development will be compatible with surrounding development.
dc2-380,380,https://zoningbylaw.edmonton.ca/dc2-380,"The general purpose of the following Site Specific Development Control Districts is to provide for medium density multiple family housing while addressing the integration of, and transition with, surrounding land uses. The District makes provision for a variety of housing types including semi-detached, duplex, row linked, stacked row and apartment housing"
dc2-384,384,https://zoningbylaw.edmonton.ca/dc2-384,To establish a Site Specific Development Control District for a limited range of general business and retail uses having specific site Development Criteria which will ensure compatibility with existing and proposed surrounding commercial land uses and promote the orderly development of a high quality urban environment. This District also contains Development Criteria consistent with the intent of the Major Commercial Corridor Overlay.
dc2-385,385,https://zoningbylaw.edmonton.ca/dc2-385,"To provide a Site Specific Development Control District to accommodate a medium density residential development with site specific development controls designed to ensure that the proposed development is integrated into the surrounding residential development and is sensitive to the Mill Creek Ravine, flanking the east portion of the site. The general intent is to provide a maximum of 154 units (residential and commercial inclusive) within low rise apartment and/or multiple family housing buildings."
dc2-386,386,https://zoningbylaw.edmonton.ca/dc2-386,"To provide a Site Specific Development Control District to accommodate low density multiple family housing development with site specific development controls designed to establish and maintain a sense of community with the residential development south and west of the site and be sensitive to the Mill Creek Ravine to the east of the site. The general intent is to provide a maximum of 26 residential units with row housing, linked housing and semi-detached housing forms."
dc2-393,393,https://zoningbylaw.edmonton.ca/dc2-393,To provide a district which allows specific private or public owned facilities of an institutional or community service nature.
dc2-394,394,https://zoningbylaw.edmonton.ca/dc2-394,"To establish a Site Specific Development Control District for neighbourhood convenience and highway commercial uses, such that by limiting the range of specific land uses and developing sensitive site development regulations, impacts on adjacent properties are minimized."
dc2-396,396,https://zoningbylaw.edmonton.ca/dc2-396,"To establish a Site Specific Development Control District to accommodate vehicle orientated commercial uses, with site development regulations that will ensure that development will be compatible with adjacent land uses and roadways and will ensure a high standard of appearance appropriate to the sites location on a major entrance route to the City."
dc2-399,399,https://zoningbylaw.edmonton.ca/dc2-399,To provide a site specific development control district to accommodate general business development on the site as well as a Vehicle Body Repair and Paint Shops Use which is accessory to an Automotive and Minor Recreational Vehicle Sales/Rentals Use.
dc2-400,400,https://zoningbylaw.edmonton.ca/dc2-400,"To establish a Site Specific Development Control District to permit Suburban Estate Lots to be developed in part of the Northwest Quarter of Section 33-53-23-W4M, in a manner that is compatible with neighbouring uses and in a manner that is not unduly prejudicial to the continuing agricultural character of the surrounding area."
dc2-401,401,https://zoningbylaw.edmonton.ca/dc2-401,"To establish a Site Specific Development Control District for convenience commercial, personal service and minor alcohol sales uses which are intended to serve the day-to-day needs of local residents, with site specific criteria which will ensure that the commercial development is compatible with the adjacent residential uses."
dc2-403,403,https://zoningbylaw.edmonton.ca/dc2-403,"To establish a Site Specific Development Control District to accommodate a medium density residential development with site specific development controls designed to ensure that transitional forms of innovative housing are both integrated into and compatible with surrounding land uses, in compliance with the Garneau Area Redevelopment Plan."
dc2-404,404,https://zoningbylaw.edmonton.ca/dc2-404,To establish a site specific direct control district for industrial business developments which carry out their operations such that no nuisance factor is created or apparent outside an enclosed building.
dc2-406,406,https://zoningbylaw.edmonton.ca/dc2-406,To establish a Site Specific Development Control District to accommodate a limited range of commercial uses with site specific development regulations that will ensure compatibility with surrounding uses and with the function of the roadways adjacent to the site while ensuring a high standard of appearance appropriate to its prominent location at the intersection of two major roadways.
dc2-410,410,https://zoningbylaw.edmonton.ca/dc2-410,To establish a Site Specific Development Control District to accommodate seniors-oriented medium density row housing with site development will be compatible with the adjacent residential development.
dc2-412,412,https://zoningbylaw.edmonton.ca/dc2-412,"To establish a Site Specific Development Control District for Medium Density Multiple Family Housing, with the opportunity for ancillary Personal Service Shops and Health Services."
dc2-413,413,https://zoningbylaw.edmonton.ca/dc2-413,"To establish a Site Specific Development Control District that would accommodate the conversion of the existing Apartment building on this site, at the time of passage of this Bylaw, to commercial uses while establishing site development regulations that will ensure compatibility with existing and future adjacent land uses and the function of roadways adjacent to the site, in accordance with the 100 Avenue Land Use Study."
dc2-415,415,https://zoningbylaw.edmonton.ca/dc2-415,To establish a Site Specific Development Control District to accommodate a low rise apartment development with sensitive site development regulations to ensure that development will be compatible with surrounding residential and commercial development.
dc2-418,418,https://zoningbylaw.edmonton.ca/dc2-418,To establish a District for a range of medium industrial uses and to provide the opportunity for Private.
dc2-420,420,https://zoningbylaw.edmonton.ca/dc2-420,"To establish a Site Specific Development Control District to accommodate a limited range of general business uses in accordance with the 100 Avenue Planning Study, with site development regulations that will ensure compatibility with existing and future adjacent land uses and the function of roadways adjacent to the site."
dc2-421,421,https://zoningbylaw.edmonton.ca/dc2-421,To establish a site specific development control district to accommodate a limited range of warehousing functions to service general retail stores along with site specific development criteria to ensure compatibility with the surrounding residential development and to ensure a high standard of appearance appropriate to the area.
dc2-422,422,https://zoningbylaw.edmonton.ca/dc2-422,"To establish a District which allows private or public recreation, institutional and community service uses."
dc2-423,423,https://zoningbylaw.edmonton.ca/dc2-423,To provide a Direct Control District to accommodate Non-accessory Parking as an additional use to the existing RA7 District on a site with regulations that would ensure compatibility with adjacent areas.
dc2-426,426,https://zoningbylaw.edmonton.ca/dc2-426,To establish a Site Specific Development Control District to accommodate existing and proposed accessory surface parking on a site adjacent to Meadowlark Place Professional Centre with site development regulations that will minimize negative impacts on adjacent residential development.
dc2-427,427,https://zoningbylaw.edmonton.ca/dc2-427,"To provide a site specific development control district for a mixed use residential development including semi-detached, row housing and low rise apartments, with special regulations to ensure an appropriate transition between existing single family development to the south, and major commercial corridor development to the north."
dc2-429,429,https://zoningbylaw.edmonton.ca/dc2-429,"To provide a Site Specific Development Control District to accommodate a variety of commercial uses on a large site and a location with good visibility and accessibility along a major public roadway, which are compatible with the surrounding commercial, residential and industrial uses."
dc2-43,43,https://zoningbylaw.edmonton.ca/dc2-43,"To provide a Site Specific Development Control District to accommodate general business uses such that development in this district is compatible with adjacent commercial, institutional and low density residential development."
dc2-432,432,https://zoningbylaw.edmonton.ca/dc2-432,To establish a Site Specific Development Control District for single family residential development based on the RSL (Residential Small Lot) District with sensitive site development criteria to ensure the integrity of the Northwestern Utilities gas pipeline located adjacent to 34 Street by prohibiting front drive access to lots adjacent to 34 Street and by requiring the provision of a laneway for access and servicing of lots fronting onto 34 Street.
dc2-433,433,https://zoningbylaw.edmonton.ca/dc2-433,"To establish a Site Specific Development Control District that would accommodate the development of a landscaped parking area to serve the northerly abutting commercial site, in accordance with the Highlands Neighbourhood Planning Study."
dc2-435,435,https://zoningbylaw.edmonton.ca/dc2-435,To accommodate a range of Industrial and Business Uses and Casinos and Other Gaming Establishments.
dc2-436,436,https://zoningbylaw.edmonton.ca/dc2-436,"This area is intended to provide a mixture of at grade retailing and associated office space. It also is intended to provide medium rise residential development adjacent to the open space corridor. This residential use will help support commercial activities, provide housing in the proximity of Grant MacEwan Community College, benefit from the open space corridor and provide casual surveillance to the public open space."
dc2-437,437,https://zoningbylaw.edmonton.ca/dc2-437,To establish a Site Specific Development Control District for highway commercial and limited industrial uses with site specific development criteria that will ensure a compatible relationship with surrounding land uses and achieve a high standard of building and yard appearance appropriate to the location of this site adjacent to the Yellowhead Trail.
dc2-439,439,https://zoningbylaw.edmonton.ca/dc2-439,To establish a Site Specific Development Control District to accommodate single detached residential housing on lots less than 9.0 m in width. This district establishes sensitive site development regulations to ensure that development will be compatible with the surrounding residential development and will comply with the Larkspur East design brief architectural and site planning guidelines. Dwellings will be developed primarily in the neo-traditional style and will include design elements and architectural details to enhance the appearance of development.
dc2-440,440,https://zoningbylaw.edmonton.ca/dc2-440,To establish a Site Specific Development Control District to accommodate low to medium density residential development consisting of semi-detached housing and row housing. Development regulations will ensure development will be compatible with the surrounding residential development and transportation infrastructure and will comply with the Larkspur East design brief architectural and site planning guidelines.
dc2-445,445,https://zoningbylaw.edmonton.ca/dc2-445,"To establish a Site Specific Development Control District to accommodate non-family, adult-oriented, residential development which is fully integrated with the adjacent Religious Assembly with site specific development regulations to ensure that development will be compatible with surrounding land uses."
dc2-448,448,https://zoningbylaw.edmonton.ca/dc2-448,To establish a Site Specific Development Control District to accommodate medium density housing consisting of semi-detached housing and row housing with site sensitive development regulations to ensure that development will be compatible with surrounding development and to ensure that the public walkway/bikeway that bisects the site is maintained as part of the neighbourhood circulation system.
dc2-449,449,https://zoningbylaw.edmonton.ca/dc2-449,To establish a Site Specific Development Control District to accommodate general business uses that will provide employment opportunities with site specific development criteria that will ensure a compatible relationship with adjacent residential land uses and will achieve a high standard of appearance appropriate for the sites prominent location adjacent to a major entrance route to the city.
dc2-452,452,https://zoningbylaw.edmonton.ca/dc2-452,"To accommodate a large shopping centre intended to serve a community or regional trade area. Possible uses within the development include residential, office, entertainment and cultural uses, along with casinos and other gaming establishments."
dc2-455,455,https://zoningbylaw.edmonton.ca/dc2-455,To establish a Site Specific Development Control District for convenience commercial uses which are intended to serve the day-to-day needs of residents with development regulations to ensure an appropriate transition with the low density residential development to the north of this site.
dc2-457,457,https://zoningbylaw.edmonton.ca/dc2-457,To establish a Site Specific Control District for low intensity commercial office/retail and service uses and developing sensitive site development regulations such that impact on adjacent residential properties are minimized.
dc2-458,458,https://zoningbylaw.edmonton.ca/dc2-458,To establish a Site Specific Development Control District to accommodate a commercial and industrial business area such that by establishing site specific development criteria a compatible relationship with surrounding uses will be achieved.
dc2-46,46,https://zoningbylaw.edmonton.ca/dc2-46,"To provide a Site Specific Development Control District to recognize the existing and continued truck, automotive and minor/recreational vehicle sales/rental use (including servicing, leasing, part sales) on the site at the time of adoption of the Queen Mary Park Area Redevelopment Plan. In addition, in the event of the redevelopment of the site to other uses, to provide a District for low intensity business uses on the first 60.96 metres (200 ft.) back from 107 Avenue and for low rise, medium density residential uses on the remainder of the site to conform to the Policies of the Queen Mary Pa"
dc2-460,460,https://zoningbylaw.edmonton.ca/dc2-460,"To establish a Site Specific Control District for Medium Density Multiple Family Housing, with the opportunity for ancillary Personal Service Shops and Health Services."
dc2-462,462,https://zoningbylaw.edmonton.ca/dc2-462,To establish a Site Specific Development Control District to accommodate a 3 - bay district ambulance station for the City of Edmonton Emergency Medical Services with site developments regulations that will minimize any negative impacts on the surrounding land uses.
dc2-463,463,https://zoningbylaw.edmonton.ca/dc2-463,"To establish a site specific development control district to accommodate the development of an entertainment centre that includes a hotel, casino, dinner theatre, nightclub, restaurants and a facility for conventions and spectator entertainment events."
dc2-466,466,https://zoningbylaw.edmonton.ca/dc2-466,To establish a Site Specific Development Control District to accommodate general commercial uses and low intensity general business - office uses with specific development regulations that will ensure compatibility with the adjacent residential land uses and to ensure a high standard of appearance from the adjacent roadways.
dc2-467,467,https://zoningbylaw.edmonton.ca/dc2-467,To establish a Site Specific Development Control District to accommodate the conversion of an existing office building to Apartment Housing with a range of Commercial/Business/Office uses. This District also provides development regulations for the site in the event that the original building is demolished.
dc2-468,468,https://zoningbylaw.edmonton.ca/dc2-468,"To establish a Site Specific Development Control District for a low intensity, professional office development that may include a single apartment dwelling unit, and is compatible with the adjacent single family residential development."
dc2-470,470,https://zoningbylaw.edmonton.ca/dc2-470,To establish a Site Specific Development Control District to accommodate a limited range of convenience commercial uses with site development regulations to ensure a high standard of appearance and compatibility with surrounding low density residential neighbourhoods and with the function of the three arterial roadways adjacent to the site.
dc2-472,472,https://zoningbylaw.edmonton.ca/dc2-472,"To create a mixed housing district which includes row housing, low/medium/high rise apartment and limited commercial uses onto the Civic Space Corridor and 111 Street. These residential developments will provide an additional residential population within the Downtown and with unique open space corridor create a vibrant downtown community."
dc2-474,474,https://zoningbylaw.edmonton.ca/dc2-474,"The general purpose of the proposed DC5 District would be to establish a District for Convenience Commercial and Personal Service Uses, including Minor Alcohol Sales. The services to be provided in the shopping centre are intended to serve the day to day needs of residents within the established La Perle neighbourhood."
dc2-475,475,https://zoningbylaw.edmonton.ca/dc2-475,To establish a Site Specific Development Control District for industrial businesses which carry out their operations such that no nuisance factor is created or apparent outside an enclosed building and such that the District is compatible with any adjacent District.
dc2-478,478,https://zoningbylaw.edmonton.ca/dc2-478,The general purpose of the proposed DC5 District would be to establish a District for Convenience Commercial and Personal Service Uses. The services to be provided in the shopping centre are intended to serve the day to day needs of residents within the established Homesteader neighbourhood.
dc2-483,483,https://zoningbylaw.edmonton.ca/dc2-483,To establish a District for industrial businesses which carry out their operations such that no nuisance factor is created or apparent outside an enclosed building and such that the District is compatible with any adjacent District.
dc2-484,484,https://zoningbylaw.edmonton.ca/dc2-484,"To establish a Site Specific Development Control District to accommodate low density multiple family housing consisting of semi-detached housing and row housing, and to establish appropriate site development regulations that will ensure compatibility with adjacent residential development."
dc2-485,485,https://zoningbylaw.edmonton.ca/dc2-485,"To accommodate a large shopping centre intended to serve a community or regional trade area. Possible uses within the development include residential, commercial, office, entertainment and cultural uses, along with a limited form of casinos and other gaming establishments."
dc2-486,486,https://zoningbylaw.edmonton.ca/dc2-486,To establish a Site Specific Development Control District to accommodate a hotel.
dc2-489,489,https://zoningbylaw.edmonton.ca/dc2-489,"To establish a Site Specific Development Control District for neighbourhood convenience commercial and personal service uses to serve the day-to-day commercial needs of residents within the surrounding community and to ensure the site""s compatibility with the surrounding low density residential neighbourhood."
dc2-490,490,https://zoningbylaw.edmonton.ca/dc2-490,"To establish a Site Specific Development Control District for a range of commercial uses having specific site development regulations which will ensure compatibility with adjacent existing and proposed commercial and residential land uses, and a high standard of appearance appropriate to the site’s location on a major commercial corridor."
dc2-491,491,https://zoningbylaw.edmonton.ca/dc2-491,"To establish a Site Specific Development Control District for a range of commercial uses having specific site development regulations which will ensure compatibility with adjacent existing and proposed commercial and residential land uses, and a high standard of appearance appropriate to the site""s location on a major commercial corridor."
dc2-497,497,https://zoningbylaw.edmonton.ca/dc2-497,"To establish a Site Specific Development Control District to accommodate a limited range of medium density residential and related uses and to establish site development criteria that will ensure compatibility with surrounding residential, commercial and institutional development and transportation infrastructure."
dc2-501,501,https://zoningbylaw.edmonton.ca/dc2-501,"To establish a Site Specific Development Control District to accommodate Commercial Use Classes with Residential; Residential-Related; Basic Services; Community Educational; Recreational and Cultural Services use Classes; and Office Use Classes according to the guidelines of the Downtown Area Redevelopment Plan. The Site Specific Development regulations will ensure compatibility with existing and proposed land uses and ensure a high standard of appearance appropriate to the site""s location in the Downtown Core."
dc2-505,505,https://zoningbylaw.edmonton.ca/dc2-505,"To provide a Site Specific Development Control District for medium density residential, commercial and open space development, consistent with the 1997 Oliver Area Redevelopment Plan, as amended."
dc2-511,511,https://zoningbylaw.edmonton.ca/dc2-511,"To establish a Site Specific Development Control District for Casinos and Other Gaming Establishments, as well as industrial businesses which carry out their operations such that no nuisance factor is created or apparent outside an enclosed building, and the District and its uses are compatible with any adjacent Non-industrial District and in compliance with the Yellowhead Corridor Area Structure Plan."
dc2-515,515,https://zoningbylaw.edmonton.ca/dc2-515,"To establish a Site Specific Development Control District that accommodates a wide range of commercial uses on a large site with good visibility and access to a major arterial, and also recognizes the need to limit the range of commercial, residential or other sensitive uses in order to provide protection for any future users from environmental contamination on the site."
